policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
693042,FL,OKALOOSA COUNTY,1728,1728,1728,1728,1728,2426.46,0,0,0,0,30.41309,-86.64007,Residential,Wood,1
105317,FL,OKALOOSA COUNTY,5859,5859,5859,5859,5859,9989.36,0,0,0,0,30.41309,-86.64007,Residential,Wood,1
816245,FL,OKALOOSA COUNTY,46683,46683,46683,46683,46683,38233.38,0,0,0,0,30.41309,-86.64007,Residential,Wood,1
803073,FL,OKALOOSA COUNTY,125838,125838,125838,125838,125838,141472.11,0,0,0,0,30.41309,-86.64007,Residential,Wood,1
988321,FL,OKALOOSA COUNTY,54513,54513,54513,54513,54513,61575.05,0,0,0,0,30.41309,-86.64007,Residential,Wood,1
925937,FL,OKALOOSA COUNTY,81171,81171,81171,81171,81171,125395.56,0,0,0,0,30.41309,-86.64007,Residential,Wood,1
730644,FL,OKALOOSA COUNTY,62073,62073,62073,62073,62073,102892.2,0,0,0,0,30.41309,-86.64007,Residential,Wood,1
482134,FL,OKALOOSA COUNTY,23580000,23580000,23580000,23580000,23580000,16110000,0,471224.7,0,0,30.41834,-86.63424,Commercial,Reinforced Concrete,1
125516,FL,OKALOOSA COUNTY,22482,22482,22482,22482,22482,35775.52,0,0,0,0,30.41834,-86.63424,Residential,Wood,1
182810,FL,OKALOOSA COUNTY,5058,5058,5058,5058,5058,7526.98,0,0,0,0,30.41834,-86.63424,Residential,Wood,1
689686,FL,OKALOOSA COUNTY,5769,5769,5769,5769,5769,8897.18,0,0,0,0,30.41834,-86.63424,Residential,Wood,1
745335,FL,OKALOOSA COUNTY,99477,99477,99477,99477,99477,158853.83,0,0,0,0,30.41834,-86.63424,Residential,Wood,1
357563,FL,OKALOOSA COUNTY,3258,3258,3258,3258,3258,3269.83,0,0,0,0,30.41834,-86.63424,Residential,Wood,1
797318,FL,OKALOOSA COUNTY,2493,2493,2493,2493,2493,2415.72,0,0,0,0,30.41834,-86.63424,Residential,Wood,1
123000,FL,OKALOOSA COUNTY,29835,29835,29835,29835,29835,26248.83,0,596.7,0,0,30.41834,-86.63424,Residential,Wood,1
792398,FL,OKALOOSA COUNTY,123192,123192,123192,123192,123192,206100.71,0,0,0,0,30.41834,-86.63424,Residential,Wood,1
320607,FL,OKALOOSA COUNTY,0,949315.64,0,0,949315.64,1268902.76,0,0,0,0,30.41857,-86.60695,Residential,Masonry,1
641460,FL,OKALOOSA COUNTY,0,5413720.59,0,0,5413720.59,6897155.82,0,0,0,0,30.397467,-86.615283,Commercial,Reinforced Masonry,1
182745,FL,OKALOOSA COUNTY,0,36720000,0,0,45810000,78840000,0,0,0,0,30.41521,-86.66923,Commercial,Steel Frame,3
420504,FL,OKALOOSA COUNTY,0,17910000,0,0,17910000,27450000,0,0,0,0,30.426376,-86.641182,Commercial,Reinforced Concrete,1
653409,FL,OKALOOSA COUNTY,0,2125397.87,0,0,2125397.87,3340538.84,0,0,0,0,30.421215,-86.613663,Commercial,Reinforced Masonry,3
355976,FL,OKALOOSA COUNTY,0,2055143.45,0,0,2055143.45,2080462.81,0,0,0,0,30.41857,-86.60695,Commercial,Reinforced Masonry,1
884082,FL,OKALOOSA COUNTY,258554.7,258554.7,258554.7,258554.7,258554.7,257619.77,0,0,0,0,30.410538,-86.618034,Residential,Wood,1
102209,FL,OKALOOSA COUNTY,408469.5,408469.5,408469.5,408469.5,408469.5,419583.14,0,0,0,0,30.410543,-86.616066,Residential,Masonry,1
215487,FL,OKALOOSA COUNTY,287869.5,287869.5,287869.5,287869.5,287869.5,245506.62,0,0,0,0,30.410471,-86.616554,Residential,Wood,1
471737,FL,OKALOOSA COUNTY,258554.7,258554.7,258554.7,258554.7,258554.7,213714.85,0,0,0,0,30.410475,-86.61676,Residential,Wood,1
927260,FL,OKALOOSA COUNTY,409754.7,409754.7,409754.7,409754.7,409754.7,717868.11,0,0,0,0,30.410486,-86.617371,Residential,Masonry,1
702589,FL,OKALOOSA COUNTY,179485.2,179485.2,179485.2,179485.2,179485.2,286866.17,0,0,0,0,30.410559,-86.618118,Residential,Wood,1
402398,FL,OKALOOSA COUNTY,98869.5,98869.5,98869.5,98869.5,98869.5,129031.82,0,0,0,0,30.410519,-86.618752,Residential,Wood,1
875957,FL,OKALOOSA COUNTY,272700,272700,272700,272700,272700,197198.91,0,0,0,0,30.41054,-86.61586,Residential,Wood,1
893906,FL,OKALOOSA COUNTY,98869.5,98869.5,98869.5,98869.5,98869.5,91500.76,0,0,0,0,30.409327,-86.618324,Residential,Wood,1
598292,FL,OKALOOSA COUNTY,56442.6,56442.6,56442.6,56442.6,56442.6,54101.25,0,0,0,0,30.4091,-86.60964,Residential,Wood,1
355578,FL,OKALOOSA COUNTY,78685.2,78685.2,78685.2,78685.2,78685.2,127147.41,0,0,0,0,30.414015,-86.607544,Residential,Wood,1
156004,FL,OKALOOSA COUNTY,78685.2,78685.2,78685.2,78685.2,78685.2,125416.34,0,0,0,0,30.41151,-86.60815,Residential,Wood,1
250802,FL,OKALOOSA COUNTY,78685.2,78685.2,78685.2,78685.2,78685.2,97585.39,0,0,0,0,30.411283,-86.608582,Residential,Wood,1
738022,FL,OKALOOSA COUNTY,78685.2,78685.2,78685.2,78685.2,78685.2,96169.05,0,0,0,0,30.411034,-86.608627,Residential,Wood,1
861105,FL,OKALOOSA COUNTY,56442.6,56442.6,56442.6,56442.6,56442.6,69819.78,0,0,0,0,30.40959,-86.60835,Residential,Wood,1
960463,FL,OKALOOSA COUNTY,56442.6,56442.6,56442.6,56442.6,56442.6,76040.37,0,0,0,0,30.40986,-86.60909,Residential,Wood,1
538138,FL,OKALOOSA COUNTY,56442.6,56442.6,56442.6,56442.6,56442.6,78229.44,0,0,0,0,30.4097,-86.6096,Residential,Wood,1
942785,FL,OKALOOSA COUNTY,52585.2,52585.2,52585.2,52585.2,52585.2,69706.52,0,0,0,0,30.411213,-86.608574,Residential,Wood,1
224136,FL,OKALOOSA COUNTY,637596,637596,0,0,637596,777816.11,0,0,0,0,30.429365,-86.63916,Residential,Masonry,1
393896,FL,OKALOOSA COUNTY,549926.1,549926.1,0,0,549926.1,873509.22,0,0,0,0,30.41106,-86.60236,Residential,Masonry,1
946965,FL,OKALOOSA COUNTY,982280.7,982280.7,0,0,982280.7,755675.42,0,0,0,0,30.41277,-86.62463,Residential,Masonry,1
931106,FL,OKALOOSA COUNTY,0,53339.48,0,0,53339.48,45608.78,0,0,0,0,30.42414,-86.608575,Residential,Wood,3
449878,FL,OKALOOSA COUNTY,0,81109.98,0,0,81109.98,114872.02,0,0,0,0,30.4264,-86.63538,Residential,Wood,1
378063,FL,OKALOOSA COUNTY,0,860287.5,0,860287.5,860287.5,842145.76,0,0,0,0,30.41728,-86.60753,Residential,Masonry,1
210664,FL,OKALOOSA COUNTY,0,288000,0,288000,288000,257167.87,0,8640,0,0,30.41728,-86.608116,Residential,Wood,1
911234,FL,OKALOOSA COUNTY,0,2779036.2,0,2779036.2,2779036.2,3620306.04,0,0,0,0,30.40943,-86.60386,Commercial,Reinforced Masonry,3
213856,FL,OKALOOSA COUNTY,0,767952,0,767952,767952,1161456.75,0,0,0,0,30.40943,-86.60386,Residential,Masonry,3
203214,FL,OKALOOSA COUNTY,0,2420185.5,0,2420185.5,2420185.5,3051176.26,0,0,0,0,30.416174,-86.607285,Commercial,Reinforced Masonry,1
588568,FL,OKALOOSA COUNTY,0,567000,0,567000,567000,437225.04,0,17010,0,0,30.4131,-86.6194,Residential,Masonry,4
554477,FL,OKALOOSA COUNTY,0,611051.7,0,0,611051.7,666928.71,0,0,450000,0,30.419949,-86.670311,Residential,Masonry,1
321025,FL,OKALOOSA COUNTY,0,1340170.53,0,0,1340170.53,2224629.47,0,0,0,0,30.403856,-86.608734,Residential,Masonry,3
951282,FL,OKALOOSA COUNTY,0,1535331.1,0,0,1535331.1,1748527.17,0,0,0,0,30.403856,-86.608734,Residential,Masonry,3
562737,FL,OKALOOSA COUNTY,0,1082984.67,0,0,1082984.67,1705336.98,0,0,0,0,30.414309,-86.61161,Residential,Masonry,1
938615,FL,OKALOOSA COUNTY,0,120340.36,0,0,120340.36,134267.35,0,0,0,0,30.41809,-86.59593,Residential,Wood,1
194628,FL,OKALOOSA COUNTY,0,12048.63,0,0,12048.63,11738.33,0,0,0,0,30.464516,-86.612961,Residential,Wood,3
874342,FL,OKALOOSA COUNTY,0,1928.05,0,0,1928.05,1725.92,0,0,0,0,30.464516,-86.612961,Residential,Wood,3
734544,FL,OKALOOSA COUNTY,0,6727.97,0,0,6727.97,9833.18,0,0,0,0,30.464516,-86.612961,Residential,Wood,3
963243,FL,OKALOOSA COUNTY,0,5602.34,0,0,5602.34,6893.84,0,0,0,0,30.4236,-86.630545,Residential,Wood,3
403614,FL,OKALOOSA COUNTY,0,7369.91,0,0,7369.91,10328.38,0,0,0,0,30.4236,-86.630545,Residential,Wood,3
108042,FL,OKALOOSA COUNTY,0,10661.51,0,0,10661.51,9255.08,0,0,0,0,30.4236,-86.630545,Residential,Wood,3
409595,FL,OKALOOSA COUNTY,0,1571.17,0,0,1571.17,1151.15,0,0,0,0,30.4236,-86.630545,Residential,Wood,3
165986,FL,OKALOOSA COUNTY,0,8656.02,0,0,8656.02,10965.79,0,0,0,0,30.420067,-86.628174,Residential,Wood,1
336849,FL,OKALOOSA COUNTY,0,5201.69,0,0,5201.69,5260.78,0,0,0,0,30.420067,-86.628174,Residential,Wood,1
245687,FL,OKALOOSA COUNTY,0,4040.15,0,0,4040.15,6179.61,0,0,0,0,30.415056,-86.632172,Residential,Wood,1
547858,FL,OKALOOSA COUNTY,0,53307.54,0,0,53307.54,82800.25,0,0,0,0,30.409468,-86.630898,Residential,Wood,1
906916,FL,OKALOOSA COUNTY,0,8991.58,0,0,8991.58,11003.8,0,0,0,0,30.409468,-86.630898,Residential,Wood,1
668006,FL,OKALOOSA COUNTY,0,8910.78,0,0,8910.78,14466.41,0,0,0,0,30.409468,-86.630898,Residential,Wood,1
518416,FL,OKALOOSA COUNTY,0,12174.32,0,0,12174.32,18407.57,0,0,0,0,30.409468,-86.630898,Residential,Wood,1
643623,FL,OKALOOSA COUNTY,0,2020.08,0,0,2020.08,2121.47,0,0,0,0,30.409468,-86.630898,Residential,Wood,1
926693,FL,OKALOOSA COUNTY,0,19639.62,0,0,19639.62,19641.78,0,0,0,0,30.409573,-86.630898,Residential,Wood,1
395381,FL,OKALOOSA COUNTY,0,3927.92,0,0,3927.92,4892.23,0,0,0,0,30.413008,-86.615547,Residential,Wood,1
953823,FL,OKALOOSA COUNTY,0,2055.99,0,0,2055.99,1546.1,0,0,0,0,30.413008,-86.615547,Residential,Wood,1
174451,FL,OKALOOSA COUNTY,0,72823.71,0,0,72823.71,70207.88,0,0,0,0,30.413008,-86.615547,Residential,Wood,1
498894,FL,OKALOOSA COUNTY,0,4769.62,0,0,4769.62,5059.61,0,0,0,0,30.413008,-86.615547,Residential,Wood,1
751188,FL,OKALOOSA COUNTY,0,30301.13,0,0,30301.13,28223.13,0,0,0,0,30.4131,-86.6194,Residential,Wood,4
572494,FL,OKALOOSA COUNTY,0,1643117.81,0,0,1643117.81,2175693.37,0,0,0,0,30.411139,-86.607666,Residential,Masonry,1
706173,FL,OKALOOSA COUNTY,0,16395.15,0,0,16395.15,24938.73,0,0,0,0,30.411139,-86.607666,Residential,Wood,1
720644,FL,OKALOOSA COUNTY,0,2031.3,0,0,2031.3,1977.35,0,0,0,0,30.411137,-86.614143,Residential,Wood,1
322646,FL,OKALOOSA COUNTY,0,1057.17,0,0,1057.17,1186.15,0,0,0,0,30.411137,-86.614143,Residential,Wood,1
654622,FL,OKALOOSA COUNTY,0,28777.09,0,0,28777.09,40187.21,0,0,0,0,30.41785,-86.596672,Residential,Wood,1
464553,FL,OKALOOSA COUNTY,0,24438.42,0,0,24438.42,27671.89,0,0,0,0,30.41785,-86.596672,Residential,Wood,1
670821,FL,OKALOOSA COUNTY,0,1346.72,0,0,1346.72,1802.92,0,0,0,0,30.41785,-86.596672,Residential,Wood,1
570426,FL,OKALOOSA COUNTY,0,4126.56,0,0,4126.56,4284.76,0,0,0,0,30.41785,-86.596672,Residential,Wood,1
362631,FL,OKALOOSA COUNTY,0,13143.95,0,0,13143.95,10978.71,0,0,0,0,30.41785,-86.596672,Residential,Wood,1
247880,FL,OKALOOSA COUNTY,0,392.79,0,0,392.79,326.14,0,0,0,0,30.40688,-86.59542,Residential,Wood,1
437580,FL,OKALOOSA COUNTY,0,754.16,0,0,754.16,940.61,0,0,0,0,30.40688,-86.59542,Residential,Wood,1
252203,FL,OKALOOSA COUNTY,0,67335.83,0,0,67335.83,58963.97,0,0,0,0,30.40253,-86.60664,Residential,Wood,1
376260,FL,OKALOOSA COUNTY,0,14421.09,0,0,14421.09,19901.11,0,0,0,0,30.40253,-86.60664,Residential,Wood,1
966934,FL,OKALOOSA COUNTY,0,2020.08,0,0,2020.08,2214.41,0,0,0,0,30.40253,-86.60664,Residential,Wood,1
472053,FL,OKALOOSA COUNTY,0,255331.87,0,0,255331.87,333621.73,0,0,0,0,30.41915,-86.64514,Residential,Wood,1
155170,FL,OKALOOSA COUNTY,0,116659.33,0,0,116659.33,154303.55,0,0,0,0,30.41915,-86.64514,Residential,Wood,1
383762,FL,OKALOOSA COUNTY,0,78210.57,0,0,78210.57,112483.07,0,0,0,0,30.41915,-86.64514,Residential,Wood,1
311678,FL,OKALOOSA COUNTY,0,31423.39,0,0,31423.39,34446.32,0,0,0,0,30.41915,-86.64514,Residential,Wood,1
392740,FL,OKALOOSA COUNTY,0,9379.88,0,0,9379.88,14709.16,0,0,0,0,30.42809,-86.627645,Residential,Wood,3
338463,FL,OKALOOSA COUNTY,0,673.36,0,0,673.36,778.17,0,0,0,0,30.425135,-86.61393,Residential,Wood,1
742057,FL,OKALOOSA COUNTY,0,4399.27,0,0,4399.27,4652.39,0,0,0,0,30.421644,-86.641609,Residential,Wood,1
769118,FL,OKALOOSA COUNTY,0,9379.88,0,0,9379.88,8669.82,0,0,0,0,30.421644,-86.641609,Residential,Wood,1
599926,FL,OKALOOSA COUNTY,0,12625.47,0,0,12625.47,10941.13,0,0,0,0,30.421644,-86.641609,Residential,Wood,1
422230,FL,OKALOOSA COUNTY,0,3366.79,0,0,3366.79,3929.01,0,0,0,0,30.421644,-86.641609,Residential,Wood,1
301651,FL,OKALOOSA COUNTY,0,22408.24,0,0,22408.24,23357.46,0,0,0,0,30.406483,-86.633011,Residential,Wood,3
383830,FL,OKALOOSA COUNTY,0,39444.21,0,0,39444.21,55646.63,0,0,0,0,30.406483,-86.633011,Residential,Wood,3
163854,FL,OKALOOSA COUNTY,0,178843.98,0,0,178843.98,148275.96,0,0,0,0,30.404871,-86.620628,Residential,Wood,3
662565,FL,OKALOOSA COUNTY,0,2581.21,0,0,2581.21,3541.78,0,0,0,0,30.416063,-86.623329,Residential,Wood,1
660484,FL,OKALOOSA COUNTY,0,5325.14,0,0,5325.14,5374.07,0,0,0,0,30.416063,-86.623329,Residential,Wood,1
617248,FL,OKALOOSA COUNTY,0,12906.03,0,0,12906.03,22693.04,0,0,0,0,30.416063,-86.623329,Residential,Wood,1
825861,FL,OKALOOSA COUNTY,0,4384236.19,0,0,4384236.19,5894342.5,0,0,0,0,30.403658,-86.605339,Commercial,Reinforced Masonry,3
231197,FL,OKALOOSA COUNTY,0,4264.6,0,0,4264.6,5722.56,0,0,0,0,30.40378,-86.60788,Residential,Wood,3
916258,FL,OKALOOSA COUNTY,0,3591.24,0,0,3591.24,3008.73,0,0,0,0,30.427303,-86.632339,Residential,Wood,1
161758,FL,OKALOOSA COUNTY,0,2468.98,0,0,2468.98,3183.36,0,0,0,0,30.412425,-86.608515,Residential,Wood,1
887223,FL,OKALOOSA COUNTY,0,275740.24,0,0,275740.24,407614.67,0,0,0,0,30.4197,-86.63842,Residential,Wood,1
383344,FL,OKALOOSA COUNTY,0,1048194.49,0,0,1048194.49,817509.95,0,0,0,0,30.41951,-86.61171,Residential,Masonry,1
459625,FL,OKALOOSA COUNTY,0,4994.07,0,0,4994.07,4483.43,0,0,0,0,30.42197,-86.667282,Residential,Wood,1
693149,FL,OKALOOSA COUNTY,0,104819.45,0,0,104819.45,147367.76,0,0,0,0,30.422218,-86.653381,Residential,Wood,1
351043,FL,OKALOOSA COUNTY,0,27000,0,27000,27000,45241.2,0,0,0,0,30.42407,-86.67174,Residential,Wood,1
844929,FL,WALTON COUNTY,0,64195.2,0,64195.2,64195.2,84384.27,0,0,0,0,30.371734,-86.331621,Residential,Wood,3
774573,FL,WALTON COUNTY,0,55024.2,0,55024.2,55024.2,72858.09,0,0,0,0,30.371734,-86.331621,Residential,Wood,3
660510,FL,WALTON COUNTY,0,42780.6,0,42780.6,42780.6,65069.29,0,0,0,0,30.371734,-86.331621,Residential,Wood,3
112074,FL,WALTON COUNTY,0,55800,0,55800,55800,78680.68,0,1116,0,0,30.371734,-86.331621,Residential,Wood,3
982904,FL,WALTON COUNTY,0,21267.18,0,0,21267.18,27756.86,0,0,0,0,30.378227,-86.358566,Residential,Wood,1
507519,FL,WALTON COUNTY,0,71370000,0,71370000,71370000,100800000,0,0,0,0,30.371225,-86.32843,Commercial,Steel Frame,1
532294,FL,WALTON COUNTY,772290.9,772290.9,0,0,772290.9,707109.55,0,0,0,0,30.38286,-86.387451,Residential,Masonry,1
835886,FL,WALTON COUNTY,205567.2,205567.2,0,0,205567.2,163277.3,0,0,0,0,30.380007,-86.3554,Residential,Wood,1
161671,FL,WALTON COUNTY,0,1230175.8,0,0,1230175.8,1781048.52,0,0,0,0,30.377911,-86.350739,Residential,Masonry,1
223349,FL,WALTON COUNTY,0,1221435,0,0,1221435,2114279.56,0,0,0,0,30.377911,-86.350739,Residential,Masonry,1
320534,FL,WALTON COUNTY,0,3372657.3,0,0,3372657.3,4190836.98,0,0,0,0,30.377911,-86.350739,Commercial,Reinforced Masonry,1
776158,FL,WALTON COUNTY,0,1680724.8,0,0,1680724.8,2904690.79,0,0,0,0,30.377911,-86.350739,Residential,Masonry,1
606616,FL,WALTON COUNTY,0,27810,0,0,27810,43696.88,0,0,0,0,30.377911,-86.350739,Residential,Wood,1
812455,FL,WALTON COUNTY,0,6431697,0,0,6431697,8145667.07,0,0,0,0,30.377911,-86.350739,Commercial,Reinforced Masonry,1
555701,FL,WALTON COUNTY,0,2705.4,0,0,2705.4,4268.64,0,0,0,0,30.377911,-86.350739,Residential,Wood,1
963672,FL,WALTON COUNTY,216000,216000,216000,216000,216000,299849.47,4320,10800,0,0,30.385115,-86.37674,Residential,Wood,1
137571,FL,WALTON COUNTY,4331700,4331700,4331700,4331700,4331700,5742209.81,0,0,0,0,30.37686,-86.348709,Commercial,Reinforced Masonry,1
330767,FL,WALTON COUNTY,5031.9,5031.9,5031.9,5031.9,5031.9,5790.29,0,0,0,0,30.379471,-86.396843,Residential,Wood,3
412319,FL,WALTON COUNTY,133020,133020,133020,133020,133020,125556.51,0,0,0,0,30.379471,-86.396843,Residential,Wood,3
240615,FL,WALTON COUNTY,133020,133020,133020,133020,133020,187055.78,0,0,0,0,30.379471,-86.396843,Residential,Wood,3
118770,FL,WALTON COUNTY,133020,133020,133020,133020,133020,210703.68,0,0,0,0,30.379471,-86.396843,Residential,Wood,3
767744,FL,WALTON COUNTY,133020,133020,133020,133020,133020,137792.76,0,0,0,0,30.379471,-86.396843,Residential,Wood,3
167183,FL,WALTON COUNTY,133020,133020,133020,133020,133020,214039.82,0,0,0,0,30.379471,-86.396843,Residential,Wood,3
849883,FL,WALTON COUNTY,133020,133020,133020,133020,133020,170325.19,0,0,0,0,30.379471,-86.396843,Residential,Wood,3
310361,FL,WALTON COUNTY,133020,133020,133020,133020,133020,135680.4,0,0,0,0,30.379471,-86.396843,Residential,Wood,3
650883,FL,WALTON COUNTY,133020,133020,133020,133020,133020,144512.93,0,0,0,0,30.379471,-86.396843,Residential,Wood,3
876881,FL,WALTON COUNTY,133020,133020,133020,133020,133020,152218.78,0,0,0,0,30.379471,-86.396843,Residential,Wood,3
161574,FL,WALTON COUNTY,223020,223020,223020,223020,223020,325576.64,0,0,0,0,30.379471,-86.396843,Residential,Wood,3
593465,FL,WALTON COUNTY,2491534.8,2491534.8,2491534.8,2491534.8,2491534.8,3870728.87,0,0,0,0,30.379471,-86.396843,Commercial,Reinforced Masonry,3
413972,FL,WALTON COUNTY,0,5591003.55,0,0,5591003.55,9810000,0,0,0,0,30.385239,-86.393204,Commercial,Reinforced Masonry,1
430801,FL,WALTON COUNTY,0,53100,0,0,53100,59530.41,0,0,0,0,30.3826,-86.3501,Residential,Wood,4
542491,FL,WALTON COUNTY,0,1754103.28,0,0,1754103.28,1408109.91,0,0,0,0,30.379148,-86.384109,Residential,Masonry,1
141830,FL,WALTON COUNTY,0,1410039.01,0,0,1410039.01,2107145.38,0,0,0,0,30.385355,-86.462615,Residential,Masonry,1
913792,FL,WALTON COUNTY,3866697.9,3866697.9,3866697.9,3866697.9,3866697.9,4412188.44,0,0,0,0,30.377675,-86.33587,Commercial,Reinforced Masonry,1
899387,FL,WALTON COUNTY,2363103.9,2363103.9,2363103.9,2363103.9,2363103.9,2222050.23,0,0,0,0,30.377675,-86.33587,Commercial,Reinforced Masonry,1
922176,FL,WALTON COUNTY,1080000,1080000,1080000,1080000,1080000,1412258.76,0,0,0,0,30.377675,-86.33587,Residential,Masonry,1
508612,FL,WALTON COUNTY,975414.6,975414.6,975414.6,975414.6,975414.6,1424148.23,0,0,0,0,30.377675,-86.33587,Residential,Masonry,1
453383,FL,WALTON COUNTY,945000,945000,945000,945000,945000,1036150.92,0,0,0,0,30.377675,-86.33587,Residential,Masonry,1
988066,FL,WALTON COUNTY,842880.6,842880.6,842880.6,842880.6,842880.6,1080084.06,0,0,0,0,30.377675,-86.33587,Residential,Masonry,1
447991,FL,WALTON COUNTY,389835,389835,389835,389835,389835,550421.68,0,0,0,0,30.377675,-86.33587,Residential,Masonry,1
993055,FL,WALTON COUNTY,269640,269640,269640,269640,269640,310625.28,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
322842,FL,WALTON COUNTY,266535,266535,266535,266535,266535,303834.97,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
521572,FL,WALTON COUNTY,219240,219240,219240,219240,219240,360946.21,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
631055,FL,WALTON COUNTY,182700,182700,182700,182700,182700,191247.44,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
321905,FL,WALTON COUNTY,176107.5,176107.5,176107.5,176107.5,176107.5,144269.03,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
452162,FL,WALTON COUNTY,97744.5,97744.5,97744.5,97744.5,97744.5,128226.71,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
908980,FL,WALTON COUNTY,67500,67500,67500,67500,67500,58684.5,0,0,0,0,30.39012,-86.324036,Residential,Wood,3
890894,FL,WALTON COUNTY,58500,58500,58500,58500,58500,45313.63,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
888700,FL,WALTON COUNTY,45000,45000,45000,45000,45000,66771.81,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
918787,FL,WALTON COUNTY,16443,16443,16443,16443,16443,15655.84,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
457477,FL,WALTON COUNTY,13500,13500,13500,13500,13500,12515.11,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
471375,FL,WALTON COUNTY,7200,7200,7200,7200,7200,8204.72,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
471133,FL,WALTON COUNTY,7200,7200,7200,7200,7200,9872.18,0,0,0,0,30.377675,-86.33587,Residential,Wood,1
354257,FL,WALTON COUNTY,1814861.7,1814861.7,1814861.7,1814861.7,1814861.7,2674605.24,0,0,0,0,30.379837,-86.319649,Commercial,Reinforced Masonry,4
966598,FL,WALTON COUNTY,1561338,1561338,1561338,1561338,1561338,1209871.45,0,78066.9,0,0,30.376041,-86.34996,Residential,Masonry,3
924670,FL,WALTON COUNTY,0,0,0,90000,90000,128714.4,0,0,0,900,30.38096,-86.36113,Residential,Wood,1
371425,FL,ESCAMBIA COUNTY,0,65700,0,65700,65700,69018.51,0,0,0,0,30.334494,-87.133621,Residential,Wood,1
629224,FL,ESCAMBIA COUNTY,0,65700,0,65700,65700,65180.71,0,0,0,0,30.334494,-87.133621,Residential,Wood,1
540985,FL,ESCAMBIA COUNTY,0,65700,0,65700,65700,87855.35,0,0,0,0,30.334494,-87.133621,Residential,Wood,1
721375,FL,ESCAMBIA COUNTY,0,90000,0,90000,90000,106704,0,0,0,0,30.334494,-87.133621,Residential,Wood,1
713284,FL,ESCAMBIA COUNTY,0,66150,0,66150,66150,65012.22,0,0,0,0,30.334494,-87.133621,Residential,Wood,1
999959,FL,ESCAMBIA COUNTY,0,66150,0,66150,66150,87957.27,0,0,0,0,30.334494,-87.133621,Residential,Wood,1
662754,FL,ESCAMBIA COUNTY,0,66150,0,66150,66150,74198.47,0,0,0,0,30.334494,-87.133621,Residential,Wood,1
924130,FL,ESCAMBIA COUNTY,0,66150,0,66150,66150,81618.52,0,0,0,0,30.334494,-87.133621,Residential,Wood,1
931461,FL,ESCAMBIA COUNTY,0,37350000,0,37350000,37350000,43020000,0,0,0,0,30.331675,-87.14563,Commercial,Steel Frame,1
257105,FL,SANTA ROSA COUNTY,0,132466.15,0,0,132466.15,114053.36,0,0,0,0,30.343035,-87.149705,Residential,Wood,3
223233,FL,SANTA ROSA COUNTY,0,635837.52,0,0,635837.52,844417.66,0,0,0,0,30.343035,-87.149705,Residential,Masonry,3
978076,FL,SANTA ROSA COUNTY,0,21194.58,0,0,21194.58,19405.76,0,0,0,0,30.343035,-87.149705,Residential,Wood,3
705587,FL,SANTA ROSA COUNTY,0,211945.84,0,0,211945.84,240346.58,0,0,0,0,30.3479,-87.1605,Residential,Wood,3
735129,FL,SANTA ROSA COUNTY,0,1589593.81,0,0,1589593.81,2442887.76,0,0,0,0,30.3479,-87.1605,Residential,Masonry,3
224104,FL,SANTA ROSA COUNTY,270000,270000,270000,270000,270000,437542.56,0,0,0,0,30.36875,-87.173149,Residential,Wood,1
986821,FL,ESCAMBIA COUNTY,15120000,15120000,15120000,15120000,15120000,19260000,0,0,0,0,30.333445,-87.139359,Commercial,Reinforced Concrete,1
513126,FL,ESCAMBIA COUNTY,1080000,1080000,1080000,1080000,1080000,1359106.56,0,0,0,0,30.333733,-87.136917,Residential,Masonry,1
825668,FL,SANTA ROSA COUNTY,0,23116.5,0,23116.5,23116.5,19995.5,0,0,0,0,30.360451,-87.166397,Residential,Wood,1
748339,FL,SANTA ROSA COUNTY,6930,6930,6930,6930,6930,7754.23,0,138.6,0,0,30.35927,-87.16879,Residential,Wood,3
253767,FL,SANTA ROSA COUNTY,184680,184680,184680,184680,184680,128847.54,0,3693.6,0,0,30.35927,-87.16879,Residential,Wood,3
829906,FL,SANTA ROSA COUNTY,105300,105300,105300,105300,105300,170131.1,0,2106,0,0,30.35927,-87.16879,Residential,Wood,3
244259,FL,SANTA ROSA COUNTY,2430,2430,2430,2430,2430,2796.24,0,48.6,0,0,30.35927,-87.16879,Residential,Wood,3
686544,FL,SANTA ROSA COUNTY,720,720,720,720,720,697.68,0,14.4,0,0,30.35927,-87.16879,Residential,Wood,3
275362,FL,SANTA ROSA COUNTY,69030,69030,69030,69030,69030,61482.54,0,1380.6,0,0,30.35927,-87.16879,Residential,Wood,3
504590,FL,SANTA ROSA COUNTY,360,360,360,360,360,445.32,0,7.2,0,0,30.35927,-87.16879,Residential,Wood,3
